"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem","PI_lastname","seq_meth"
"mgm4583642","field soil","soil","soil",NA,"1(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4583643","field soil","soil","soil",NA,"2(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4583644","field soil","soil","soil",NA,"3(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4583645","field soil","soil","soil",NA,"4(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4583646","field soil","soil","soil",NA,"5(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4583647","field soil","soil","soil",NA,"6(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4583648","field soil","soil","soil",NA,"7(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4583649","field soil","soil","soil",NA,"8(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4584765","field soil","soil","soil",NA,"10(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
"mgm4584766","field soil","soil","soil",NA,"12(2013)","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"shrubland biome","mgp10956","free-living","shrubland_soil","terrestrial","soil","lipson","illumina"
