"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","full_metadata_link","investigation_type","sequence_type","collection_date","continent","country","latitude","longitude","PI_organization","PI_organization_address","PI_organization_country","PI_firstname","PI_lastname","PI_email","env_package_full","X","project_id"
"mgm4620726","Warm deserts and semideserts","beach","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF31.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620726.3/metadata?verbosity=full","metagenome","WGS","2013-03-20",NA,"Israel",32.561428,34.909674,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'data': {'env_package': 'plant-associated', 'sample_name': 'Metagenome_Phyllosphere_OF31.1_PERFECT'}, 'id': 'mge283940', 'name': 'Metagenome_Phyllosphere_OF31.1_PERFECT: plant-associated', 'type': 'plant-associated'}",NA,"mgp5802"
"mgm4620727","Warm deserts and semideserts","beach","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF32.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620727.3/metadata?verbosity=full","metagenome","WGS","2013-03-20",NA,"Israel",32.561428,34.909674,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'type': 'plant-associated', 'name': 'Metagenome_Phyllosphere_OF32.1_PERFECT: plant-associated', 'data': {'sample_name': 'Metagenome_Phyllosphere_OF32.1_PERFECT', 'env_package': 'plant-associated'}, 'id': 'mge283943'}",NA,"mgp5802"
"mgm4620728","Warm deserts and semideserts","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF33.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620728.3/metadata?verbosity=full","metagenome","WGS","2013-03-22",NA,"Israel",31.843883,35.513255,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'data': {'env_package': 'plant-associated', 'sample_name': 'Metagenome_Phyllosphere_OF33.1_PERFECT'}, 'id': 'mge283946', 'name': 'Metagenome_Phyllosphere_OF33.1_PERFECT: plant-associated', 'type': 'plant-associated'}",NA,"mgp5802"
"mgm4620729","Warm deserts and semideserts","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF34.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620729.3/metadata?verbosity=full","metagenome","WGS","2013-03-22",NA,"Israel",31.843883,35.513255,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'type': 'plant-associated', 'data': {'env_package': 'plant-associated', 'sample_name': 'Metagenome_Phyllosphere_OF34.1_PERFECT'}, 'name': 'Metagenome_Phyllosphere_OF34.1_PERFECT: plant-associated', 'id': 'mge283949'}",NA,"mgp5802"
"mgm4620730","Warm deserts and semideserts","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF35.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620730.3/metadata?verbosity=full","metagenome","WGS","2013-03-21",NA,"Israel",30.942444,35.367059,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'name': 'Metagenome_Phyllosphere_OF35.1_PERFECT: plant-associated', 'type': 'plant-associated', 'data': {'sample_name': 'Metagenome_Phyllosphere_OF35.1_PERFECT', 'env_package': 'plant-associated'}, 'id': 'mge283952'}",NA,"mgp5802"
"mgm4620731","Warm deserts and semideserts","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF36.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620731.3/metadata?verbosity=full","metagenome","WGS","2013-03-21",NA,"Israel",30.942444,35.367059,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'type': 'plant-associated', 'data': {'env_package': 'plant-associated', 'sample_name': 'Metagenome_Phyllosphere_OF36.1_PERFECT'}, 'id': 'mge283955', 'name': 'Metagenome_Phyllosphere_OF36.1_PERFECT: plant-associated'}",NA,"mgp5802"
"mgm4620732","Warm deserts and semideserts","stony desert","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF37.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620732.3/metadata?verbosity=full","metagenome","WGS","2013-03-21",NA,"Israel",30.871124,34.78456,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'name': 'Metagenome_Phyllosphere_OF37.1_PERFECT: plant-associated', 'id': 'mge283958', 'type': 'plant-associated', 'data': {'sample_name': 'Metagenome_Phyllosphere_OF37.1_PERFECT', 'env_package': 'plant-associated'}}",NA,"mgp5802"
"mgm4620733","Warm deserts and semideserts","stony desert","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF38.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620733.3/metadata?verbosity=full","metagenome","WGS","2013-03-21",NA,"Israel",30.871124,34.78456,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'data': {'sample_name': 'Metagenome_Phyllosphere_OF38.1_PERFECT', 'env_package': 'plant-associated'}, 'id': 'mge283961', 'type': 'plant-associated', 'name': 'Metagenome_Phyllosphere_OF38.1_PERFECT: plant-associated'}",NA,"mgp5802"
"mgm4620734","Warm deserts and semideserts","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF39.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620734.3/metadata?verbosity=full","metagenome","WGS","2013-03-22",NA,"Israel",29.581368,34.965274,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'type': 'plant-associated', 'data': {'sample_name': 'Metagenome_Phyllosphere_OF39.1_PERFECT', 'env_package': 'plant-associated'}, 'id': 'mge283964', 'name': 'Metagenome_Phyllosphere_OF39.1_PERFECT: plant-associated'}",NA,"mgp5802"
"mgm4620735","Warm deserts and semideserts","rift valley","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF40.1_PERFECT","Tamarix aphylla phyllosphere metagenome","https://api.mg-rast.org/metagenome/mgm4620735.3/metadata?verbosity=full","metagenome","WGS","2013-03-22",NA,"Israel",29.581368,34.965274,"The Hebrew Universoty of Jerusalem, Israel","Department of Plant and Environmental Science, Edmond Safra Campus, Givaat Ram, Jerusalem 91904, Israel","Israel","Shimshon","Belkin","shimshon.belkin@mail.huji.ac.il","{'type': 'plant-associated', 'id': 'mge283967', 'name': 'Metagenome_Phyllosphere_OF40.1_PERFECT: plant-associated', 'data': {'sample_name': 'Metagenome_Phyllosphere_OF40.1_PERFECT', 'env_package': 'plant-associated'}}",NA,"mgp5802"
