"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","full_metadata_link","investigation_type","sequence_type","collection_date","continent","country","latitude","longitude","PI_organization","PI_organization_address","PI_organization_country","PI_firstname","PI_lastname","PI_email","env_package_full","X","project_id"
"mgm4441205","terrestrial biome","plant-associated habitat","organic material","plant-associated",NA,"Soybean phyllosphere","phyllosphere microbiota","https://api.mg-rast.org/metagenome/mgm4441205.3/metadata?verbosity=full","metagenome","WGS","2007-08-28","europe","Switzerland",47.44611,8.68694,"ETH Zurich","Zurich","Switzerland","Julia","Vorholt","julia.vorholt@micro.biol.ethz.ch","{'id': 'mge89896', 'type': 'plant-associated', 'name': 'Soybean phyllosphere: plant-associated', 'data': {'env_package': 'plant-associated', 'sample_name': 'Soybean phyllosphere'}}",NA,"mgp2766"
"mgm4447810","terrestrial biome","plant-associated habitat","organic material","plant-associated",NA,"A.thaliana phyllosphere","phyllosphere microbiota","https://api.mg-rast.org/metagenome/mgm4447810.3/metadata?verbosity=full","metagenome","WGS","2007-03-28","europe","Spain",41.21333,-4.54556,"ETH Zurich","Zurich","Switzerland","Julia","Vorholt","julia.vorholt@micro.biol.ethz.ch","{'name': 'A.thaliana phyllosphere: plant-associated', 'id': 'mge89890', 'type': 'plant-associated', 'data': {'env_package': 'plant-associated', 'sample_name': 'A.thaliana phyllosphere'}}",NA,"mgp2766"
"mgm4447811","terrestrial biome","plant-associated habitat","organic material","plant-associated",NA,"Clover phyllosphere","phyllosphere microbiota","https://api.mg-rast.org/metagenome/mgm4447811.3/metadata?verbosity=full","metagenome","WGS","2007-06-13","europe","Switzerland",47.44083,8.49833,"ETH Zurich","Zurich","Switzerland","Julia","Vorholt","julia.vorholt@micro.biol.ethz.ch","{'name': 'Clover phyllosphere: plant-associated', 'id': 'mge89893', 'type': 'plant-associated', 'data': {'sample_name': 'Clover phyllosphere', 'env_package': 'plant-associated'}}",NA,"mgp2766"
"mgm4449956","terrestrial biome","plant-associated habitat","organic material","plant-associated",NA,"Rice rhizosphere","phyllosphere microbiota","https://api.mg-rast.org/metagenome/mgm4449956.3/metadata?verbosity=full","metagenome","WGS","2009-03-26","asia","Philippines",14.1387,121.26159,"ETH Zurich","Zurich","Switzerland","Julia","Vorholt","julia.vorholt@micro.biol.ethz.ch","{'name': 'Rice rhizosphere: plant-associated', 'id': 'mge89887', 'type': 'plant-associated', 'data': {'sample_name': 'Rice rhizosphere', 'env_package': 'plant-associated'}}",NA,"mgp2766"
"mgm4450130","terrestrial biome","landfill","contaminated soil","soil",NA,"Ctrl_shotgun","rhizosphere","https://api.mg-rast.org/metagenome/mgm4450130.3/metadata?verbosity=full","metagenome","WGS","2012-06-01","europe","Czech Republic",48.99,14.16,"Institute of Molecular Genetics of the ASCR","Videnska 1083, 14220 Prague 4, Czech Republic","Czech Republic","Jan","Paces","jan.paces@img.cas.cz","{'data': {'env_package': 'soil', 'sample_name': 'Ctrl'}, 'type': 'soil', 'id': 'mge477141', 'name': 'Ctrl: soil'}",NA,"mgp271"
"mgm4450131","terrestrial biome","landfill","contaminated soil","soil",NA,"CtrlF_shotgun","rhizosphere","https://api.mg-rast.org/metagenome/mgm4450131.3/metadata?verbosity=full","metagenome","WGS","2012-06-01","europe","Czech Republic",48.99,14.16,"Institute of Molecular Genetics of the ASCR","Videnska 1083, 14220 Prague 4, Czech Republic","Czech Republic","Jan","Paces","jan.paces@img.cas.cz","{'id': 'mge477144', 'type': 'soil', 'name': 'CtrlF: soil', 'data': {'env_package': 'soil', 'sample_name': 'CtrlF'}}",NA,"mgp271"
"mgm4450171","terrestrial biome","landfill","contaminated soil","soil",NA,"Hor_shotgun","rhizosphere","https://api.mg-rast.org/metagenome/mgm4450171.3/metadata?verbosity=full","metagenome","WGS","2012-06-01","europe","Czech Republic",48.99,14.16,"Institute of Molecular Genetics of the ASCR","Videnska 1083, 14220 Prague 4, Czech Republic","Czech Republic","Jan","Paces","jan.paces@img.cas.cz","{'id': 'mge477135', 'name': 'Hor: soil', 'data': {'env_package': 'soil', 'sample_name': 'Hor'}, 'type': 'soil'}",NA,"mgp271"
"mgm4450172","terrestrial biome","landfill","contaminated soil","soil",NA,"HorF_shotgun","rhizosphere","https://api.mg-rast.org/metagenome/mgm4450172.3/metadata?verbosity=full","metagenome","WGS","2012-06-01","europe","Czech Republic",48.99,14.16,"Institute of Molecular Genetics of the ASCR","Videnska 1083, 14220 Prague 4, Czech Republic","Czech Republic","Jan","Paces","jan.paces@img.cas.cz","{'id': 'mge477138', 'type': 'soil', 'data': {'sample_name': 'HorF', 'env_package': 'soil'}, 'name': 'HorF: soil'}",NA,"mgp271"
"mgm4450328","terrestrial biome","plant-associated habitat","organic material","plant-associated",NA,"Rice phyllosphere","phyllosphere microbiota","https://api.mg-rast.org/metagenome/mgm4450328.3/metadata?verbosity=full","metagenome","WGS","2009-03-19","asia","Philippines",14.1387,121.26159,"ETH Zurich","Zurich","Switzerland","Julia","Vorholt","julia.vorholt@micro.biol.ethz.ch","{'name': 'Rice phyllosphere: plant-associated', 'id': 'mge89884', 'data': {'sample_name': 'Rice phyllosphere', 'env_package': 'plant-associated'}, 'type': 'plant-associated'}",NA,"mgp2766"
"mgm4450628","terrestrial biome","landfill","contaminated soil","soil",NA,"Nig_shotgun","rhizosphere","https://api.mg-rast.org/metagenome/mgm4450628.3/metadata?verbosity=full","metagenome","WGS","2012-06-01","europe","Czech Republic",48.99,14.16,"Institute of Molecular Genetics of the ASCR","Videnska 1083, 14220 Prague 4, Czech Republic","Czech Republic","Jan","Paces","jan.paces@img.cas.cz","{'name': 'Nig: soil', 'data': {'sample_name': 'Nig', 'env_package': 'soil'}, 'id': 'mge477153', 'type': 'soil'}",NA,"mgp271"
"mgm4450629","terrestrial biome","landfill","contaminated soil","soil",NA,"NigF_shotgun","rhizosphere","https://api.mg-rast.org/metagenome/mgm4450629.3/metadata?verbosity=full","metagenome","WGS","2012-06-01","europe","Czech Republic",48.99,14.16,"Institute of Molecular Genetics of the ASCR","Videnska 1083, 14220 Prague 4, Czech Republic","Czech Republic","Jan","Paces","jan.paces@img.cas.cz","{'data': {'sample_name': 'NigF', 'env_package': 'soil'}, 'name': 'NigF: soil', 'type': 'soil', 'id': 'mge477156'}",NA,"mgp271"
"mgm4450630","terrestrial biome","landfill","contaminated soil","soil",NA,"Tob_shotgun","rhizosphere","https://api.mg-rast.org/metagenome/mgm4450630.3/metadata?verbosity=full","metagenome","WGS","2012-06-01","europe","Czech Republic",48.99,14.16,"Institute of Molecular Genetics of the ASCR","Videnska 1083, 14220 Prague 4, Czech Republic","Czech Republic","Jan","Paces","jan.paces@img.cas.cz","{'id': 'mge477147', 'name': 'Tob: soil', 'type': 'soil', 'data': {'env_package': 'soil', 'sample_name': 'Tob'}}",NA,"mgp271"
"mgm4450631","terrestrial biome","landfill","contaminated soil","soil",NA,"TobF_shotgun","rhizosphere","https://api.mg-rast.org/metagenome/mgm4450631.3/metadata?verbosity=full","metagenome","WGS","2012-06-01","europe","Czech Republic",48.99,14.16,"Institute of Molecular Genetics of the ASCR","Videnska 1083, 14220 Prague 4, Czech Republic","Czech Republic","Jan","Paces","jan.paces@img.cas.cz","{'id': 'mge477150', 'type': 'soil', 'data': {'sample_name': 'TobF', 'env_package': 'soil'}, 'name': 'TobF: soil'}",NA,"mgp271"
"mgm4460639","terrestrial biome","mammalia-associated habitat","feces","human-gut",NA,"GC_041108","NEC","https://api.mg-rast.org/metagenome/mgm4460639.3/metadata?verbosity=full","metagenome","WGS","2008-04-11",NA,"USA",41.790269,-87.60407,"Argonne National Laboratory","9700 South Cass Avenue , Argonne, IL  60439","United States","Dionysios","Antonopoulos","dion@anl.gov","{'name': 'mgs25898: human-gut', 'id': 'mge312073', 'data': {'sample_name': 'mgs25898', 'env_package': 'human-gut'}, 'type': 'human-gut'}",NA,"mgp108"
"mgm4460641","terrestrial biome","mammalia-associated habitat","feces","human-gut",NA,"GC_050608","NEC","https://api.mg-rast.org/metagenome/mgm4460641.3/metadata?verbosity=full","metagenome","WGS","2008-05-06",NA,"USA",41.790269,-87.60407,"Argonne National Laboratory","9700 South Cass Avenue , Argonne, IL  60439","United States","Dionysios","Antonopoulos","dion@anl.gov","{'id': 'mge312076', 'name': 'mgs25900: human-gut', 'type': 'human-gut', 'data': {'env_package': 'human-gut', 'sample_name': 'mgs25900'}}",NA,"mgp108"
"mgm4460642","terrestrial biome","mammalia-associated habitat","feces","human-gut",NA,"GN_040808","NEC","https://api.mg-rast.org/metagenome/mgm4460642.3/metadata?verbosity=full","metagenome","WGS","2008-04-08",NA,"USA",41.790269,-87.60407,"Argonne National Laboratory","9700 South Cass Avenue , Argonne, IL  60439","United States","Dionysios","Antonopoulos","dion@anl.gov","{'type': 'human-gut', 'data': {'sample_name': 'mgs25895', 'env_package': 'human-gut'}, 'id': 'mge312064', 'name': 'mgs25895: human-gut'}",NA,"mgp108"
"mgm4460644","terrestrial biome","mammalia-associated habitat","feces","human-gut",NA,"GN_042108","NEC","https://api.mg-rast.org/metagenome/mgm4460644.3/metadata?verbosity=full","metagenome","WGS","2008-04-21",NA,"USA",41.790269,-87.60407,"Argonne National Laboratory","9700 South Cass Avenue , Argonne, IL  60439","United States","Dionysios","Antonopoulos","dion@anl.gov","{'id': 'mge312070', 'name': 'mgs25897: human-gut', 'type': 'human-gut', 'data': {'sample_name': 'mgs25897', 'env_package': 'human-gut'}}",NA,"mgp108"
"mgm4466148","terrestrial biome","human-associated habitat","feces","human-gut",NA,"1303","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy","https://api.mg-rast.org/metagenome/mgm4466148.3/metadata?verbosity=full","metagenome","WGS","2008-01-01","europe","Finland",60.44925,22.2592,"Cornell University","Department of Microbiology","USA","Ruth","Ley","rel222@cornell.edu","{'type': 'human-gut', 'data': {'body_product': 'Stool', 'env_package': 'human-gut', 'body_site': 'Gut', 'host_subject_id': '303', 'sex': 'Female', 'misc_param': '1st trimester', 'sample_name': '1303'}, 'name': '1303: human-gut', 'id': 'mge73308'}",NA,"mgp265"
