"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","full_metadata_link","investigation_type","sequence_type","collection_date","continent","country","latitude","longitude","PI_organization","PI_organization_address","PI_organization_country","PI_firstname","PI_lastname","PI_email","env_package_full","X","project_id"
"mgm4577673","Homo","gut-associated lymphoid tissue","feces","human-gut",NA,"IC20_paired","TWINS_CFS_study","https://api.mg-rast.org/metagenome/mgm4577673.3/metadata?verbosity=full","metagenome","WGS","2014-01-10",NA,"USA",40.7128,-74.0059,"Cornell University","321 Biotech Building, Ithaca, NY 14853","USA","Maureen","Hanson","mrh5@cornell.edu","{'name': 'IC-20: human-gut', 'type': 'human-gut', 'id': 'mge589968', 'data': {'mgrast_id': 'mge589968', 'env_package': 'human-gut', 'sample_name': 'IC-20'}}",NA,"mgp10451"
"mgm4665881","Homo","oral epithelium","saliva","human-oral",NA,"cat057B","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665881.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'data': {'env_package': 'human-oral', 'mgrast_id': 'mge638557', 'sample_name': 'cat057B'}, 'type': 'human-oral', 'id': 'mge638557', 'name': 'cat057B: human-oral'}",NA,"mgp15104"
"mgm4665882","Homo","oral epithelium","saliva","human-oral",NA,"cat057A","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665882.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'id': 'mge638560', 'name': 'cat057A: human-oral', 'type': 'human-oral', 'data': {'mgrast_id': 'mge638560', 'env_package': 'human-oral', 'sample_name': 'cat057A'}}",NA,"mgp15104"
"mgm4665883","Homo","oral epithelium","saliva","human-oral",NA,"cat033B","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665883.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'type': 'human-oral', 'id': 'mge638563', 'data': {'env_package': 'human-oral', 'mgrast_id': 'mge638563', 'sample_name': 'cat033B'}, 'name': 'cat033B: human-oral'}",NA,"mgp15104"
"mgm4665884","Homo","oral epithelium","saliva","human-oral",NA,"cat068A","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665884.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'name': 'cat068A: human-oral', 'type': 'human-oral', 'id': 'mge638566', 'data': {'env_package': 'human-oral', 'sample_name': 'cat068A', 'mgrast_id': 'mge638566'}}",NA,"mgp15104"
"mgm4665885","Homo","oral epithelium","saliva","human-oral",NA,"cat052A","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665885.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'id': 'mge638569', 'type': 'human-oral', 'name': 'cat052A: human-oral', 'data': {'mgrast_id': 'mge638569', 'sample_name': 'cat052A', 'env_package': 'human-oral'}}",NA,"mgp15104"
"mgm4665886","Homo","oral epithelium","saliva","human-oral",NA,"cat049B","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665886.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'name': 'cat049B: human-oral', 'id': 'mge638572', 'type': 'human-oral', 'data': {'mgrast_id': 'mge638572', 'env_package': 'human-oral', 'sample_name': 'cat049B'}}",NA,"mgp15104"
"mgm4665887","Homo","oral epithelium","saliva","human-oral",NA,"cat49A","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665887.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'data': {'sample_name': 'cat49A', 'env_package': 'human-oral', 'mgrast_id': 'mge638575'}, 'name': 'cat49A: human-oral', 'type': 'human-oral', 'id': 'mge638575'}",NA,"mgp15104"
"mgm4665888","Homo","oral epithelium","saliva","human-oral",NA,"cat038B","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665888.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'id': 'mge638578', 'type': 'human-oral', 'name': 'cat038B: human-oral', 'data': {'sample_name': 'cat038B', 'env_package': 'human-oral', 'mgrast_id': 'mge638578'}}",NA,"mgp15104"
"mgm4665889","Homo","oral epithelium","saliva","human-oral",NA,"cat052B","NARCH_Periodontal","https://api.mg-rast.org/metagenome/mgm4665889.3/metadata?verbosity=full","metagenome","WGS","2012-12-01",NA,"USA",32.7747,-117.0694,"San Diego State University","5500 Campanile Drive San Diego ,CA 92182","USA","Scott","Kelley","skelley@sdsu.edu","{'id': 'mge638581', 'data': {'sample_name': 'cat052B', 'mgrast_id': 'mge638581', 'env_package': 'human-oral'}, 'type': 'human-oral', 'name': 'cat052B: human-oral'}",NA,"mgp15104"
