"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","full_metadata_link","investigation_type","sequence_type","collection_date","continent","country","latitude","longitude","PI_organization","PI_organization_address","PI_organization_country","PI_firstname","PI_lastname","PI_email","env_package_full","X","project_id"
"mgm4716255","organic matter fall","human-associated habitat","feces","human-gut",NA,"17_S17_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716255.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'data': {'body_product': 'stool', 'env_package': 'human-gut', 'sample_name': 'Sample11'}, 'id': 'mge526614', 'name': 'Sample11: human-gut', 'type': 'human-gut'}",NA,"mgp19802"
"mgm4716256","organic matter fall","human-associated habitat","feces","human-gut",NA,"25_S25_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716256.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'type': 'human-gut', 'id': 'mge526629', 'name': 'Sample16: human-gut', 'data': {'body_product': 'stool', 'env_package': 'human-gut', 'sample_name': 'Sample16'}}",NA,"mgp19802"
"mgm4716257","organic matter fall","human-associated habitat","feces","human-gut",NA,"23_S23_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716257.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'name': 'Sample15: human-gut', 'data': {'sample_name': 'Sample15', 'body_product': 'stool', 'env_package': 'human-gut'}, 'id': 'mge526626', 'type': 'human-gut'}",NA,"mgp19802"
"mgm4716258","organic matter fall","human-associated habitat","feces","human-gut",NA,"11_S11_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716258.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'name': 'Sample6: human-gut', 'data': {'env_package': 'human-gut', 'sample_name': 'Sample6', 'body_product': 'stool'}, 'type': 'human-gut', 'id': 'mge526599'}",NA,"mgp19802"
"mgm4716259","organic matter fall","human-associated habitat","feces","human-gut",NA,"21_S21_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716259.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'type': 'human-gut', 'data': {'body_product': 'stool', 'sample_name': 'Sample14', 'env_package': 'human-gut'}, 'id': 'mge526623', 'name': 'Sample14: human-gut'}",NA,"mgp19802"
"mgm4716260","organic matter fall","human-associated habitat","feces","human-gut",NA,"1_S1_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716260.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'id': 'mge526584', 'name': 'Sample1: human-gut', 'data': {'body_product': 'stool', 'env_package': 'human-gut', 'sample_name': 'Sample1'}, 'type': 'human-gut'}",NA,"mgp19802"
"mgm4716261","organic matter fall","human-associated habitat","feces","human-gut",NA,"19_S19_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716261.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'data': {'sample_name': 'Sample12', 'body_product': 'stool', 'env_package': 'human-gut'}, 'id': 'mge526617', 'name': 'Sample12: human-gut', 'type': 'human-gut'}",NA,"mgp19802"
"mgm4716262","organic matter fall","human-associated habitat","feces","human-gut",NA,"13_S13_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716262.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'id': 'mge526605', 'type': 'human-gut', 'data': {'body_product': 'stool', 'sample_name': 'Sample8', 'env_package': 'human-gut'}, 'name': 'Sample8: human-gut'}",NA,"mgp19802"
"mgm4716263","organic matter fall","human-associated habitat","feces","human-gut",NA,"26_S26_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716263.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'type': 'human-gut', 'data': {'body_product': 'stool', 'env_package': 'human-gut', 'sample_name': 'Sample17'}, 'id': 'mge526632', 'name': 'Sample17: human-gut'}",NA,"mgp19802"
"mgm4716264","organic matter fall","human-associated habitat","feces","human-gut",NA,"5_S5_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716264.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'type': 'human-gut', 'data': {'sample_name': 'Sample3', 'env_package': 'human-gut', 'body_product': 'stool'}, 'name': 'Sample3: human-gut', 'id': 'mge526590'}",NA,"mgp19802"
"mgm4716265","organic matter fall","human-associated habitat","feces","human-gut",NA,"16_S16_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716265.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'type': 'human-gut', 'data': {'env_package': 'human-gut', 'sample_name': 'Sample10', 'body_product': 'stool'}, 'name': 'Sample10: human-gut', 'id': 'mge526611'}",NA,"mgp19802"
"mgm4716266","organic matter fall","human-associated habitat","feces","human-gut",NA,"4_S4_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716266.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'name': 'Sample2: human-gut', 'type': 'human-gut', 'data': {'body_product': 'stool', 'sample_name': 'Sample2', 'env_package': 'human-gut'}, 'id': 'mge526587'}",NA,"mgp19802"
"mgm4716267","organic matter fall","human-associated habitat","feces","human-gut",NA,"20_S20_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716267.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'name': 'Sample13: human-gut', 'type': 'human-gut', 'id': 'mge526620', 'data': {'body_product': 'stool', 'sample_name': 'Sample13', 'env_package': 'human-gut'}}",NA,"mgp19802"
"mgm4716268","organic matter fall","human-associated habitat","feces","human-gut",NA,"12_S12_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716268.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'data': {'body_product': 'stool', 'env_package': 'human-gut', 'sample_name': 'Sample7'}, 'type': 'human-gut', 'name': 'Sample7: human-gut', 'id': 'mge526602'}",NA,"mgp19802"
"mgm4716269","organic matter fall","human-associated habitat","feces","human-gut",NA,"15_S15_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716269.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'id': 'mge526608', 'name': 'Sample9: human-gut', 'data': {'env_package': 'human-gut', 'body_product': 'stool', 'sample_name': 'Sample9'}, 'type': 'human-gut'}",NA,"mgp19802"
"mgm4716270","organic matter fall","human-associated habitat","feces","human-gut",NA,"8_S8_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716270.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'type': 'human-gut', 'name': 'Sample5: human-gut', 'id': 'mge526596', 'data': {'body_product': 'stool', 'sample_name': 'Sample5', 'env_package': 'human-gut'}}",NA,"mgp19802"
"mgm4716272","organic matter fall","human-associated habitat","feces","human-gut",NA,"6_S6_L001_R1_001.fastq","Whole genome sequences from twin sample","https://api.mg-rast.org/metagenome/mgm4716272.3/metadata?verbosity=full","metagenome","WGS","2016-08-09","europe","Norway",59.666516,10.768044,"Norwegian University of Life Sciences (NMBU)","Universitetstunet 3, 1430 Ås","Norway","Knut","Rudi","knut.rudi@nmbu.no","{'data': {'sample_name': 'Sample4', 'env_package': 'human-gut', 'body_product': 'stool'}, 'id': 'mge526593', 'name': 'Sample4: human-gut', 'type': 'human-gut'}",NA,"mgp19802"
